pdb,reactivity,0,pdbid,biological_unit,unit
1A5E,Low,reduced_1a5e.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1A5E,MONOMERIC,MONOMERIC
6RO1,Low,reduced_6ro1.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6RO1,DIMERIC,DIMERIC
6IEH,Low,reduced_6ieh.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6IEH,DIMERIC,DIMERIC
6IEG,Low,reduced_6ieg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6IEG,MONOMERIC,MONOMERIC
6IEG,Low,reduced_6ieg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6IEG,MONOMERIC,MONOMERIC
6C90,Low,reduced_6c90.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6C90,DIMERIC,DIMERIC
1YVL,Low,reduced_1yvl.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1YVL,DIMERIC,DIMERIC
1YVL,Low,reduced_1yvl.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1YVL,DIMERIC,DIMERIC
5LIH,Low,,,,NA
5LI9,Low,,,,NA
5LI1,Low,reduced_5li1.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5LI1,DIMERIC,DIMERIC
3A8X,Low,reduced_3a8x.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3A8X,MONOMERIC,MONOMERIC
3A8X,Low,reduced_3a8x.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3A8X,MONOMERIC,MONOMERIC
2OQ1,Low,reduced_2oq1.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2OQ1,DIMERIC,DIMERIC
6NRA,Low,reduced_6nra.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXADECAMERIC,6NRA,HEXADECAMERIC,MULTIMERIC
4XZ0,Low,reduced_4xz0.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4XZ0,MONOMERIC,MONOMERIC
3ALN,Low,reduced_3aln.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3ALN,MONOMERIC,MONOMERIC
6R3S,Low,reduced_6r3s.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6R3S,DIMERIC,DIMERIC
6QTJ,Low,,,,NA
5XS2,Low,reduced_5xs2.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5XS2,DIMERIC,DIMERIC
5IDN,Low,,,,NA
5ICP,Low,reduced_5icp.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5ICP,DIMERIC,DIMERIC
5HNB,Low,reduced_5hnb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5HNB,DIMERIC,DIMERIC
4F6U,Low,reduced_4f6u.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4F6U,DIMERIC,DIMERIC
6G5I,Low,reduced_6g5i.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 36-MERIC,6G5I,36-MERIC,MULTIMERIC
6G5H,Low,reduced_6g5h.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 35-MERIC,6G5H,35-MERIC,MULTIMERIC
6G18,Low,reduced_6g18.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 35-MERIC,6G18,35-MERIC,MULTIMERIC
5A2Q,Low,reduced_5a2q.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 38-MERIC,5A2Q,38-MERIC,MULTIMERIC
3VUT,Low,,,,NA
3ALO,Low,,,,NA
3ALN,Low,reduced_3aln.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3ALN,MONOMERIC,MONOMERIC
3ALN,Low,reduced_3aln.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3ALN,MONOMERIC,MONOMERIC
4XZ1,Low,reduced_4xz1.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4XZ1,DIMERIC,DIMERIC
1UV5,Low,reduced_1uv5.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1UV5,DIMERIC,DIMERIC
3N8I,Low,reduced_3n8i.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3N8I,MONOMERIC,MONOMERIC
2H31,Low,reduced_2h31.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTAMERIC,2H31,OCTAMERIC,MULTIMERIC
2DIC,Low,reduced_2dic.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2DIC,MONOMERIC,MONOMERIC
2DI9,Low,reduced_2di9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2DI9,MONOMERIC,MONOMERIC
2PN7,Low,reduced_2pn7.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2PN7,DIMERIC,DIMERIC
2I5T,Low,reduced_2i5t.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2I5T,MONOMERIC,MONOMERIC
2I5T,Low,reduced_2i5t.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2I5T,MONOMERIC,MONOMERIC
4BC3,Low,reduced_4bc3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4BC3,MONOMERIC,MONOMERIC
4BC3,Low,reduced_4bc3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4BC3,MONOMERIC,MONOMERIC
4BC3,Low,reduced_4bc3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4BC3,MONOMERIC,MONOMERIC
6C5A,Low,reduced_6c5a.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,6C5A,HEXAMERIC,MULTIMERIC
5W4X,Low,reduced_5w4x.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,5W4X,HEXAMERIC,MULTIMERIC
5VR8,Low,reduced_5vr8.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,5VR8,HEXAMERIC,MULTIMERIC
3TDK,Low,reduced_3tdk.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,3TDK,HEXAMERIC,MULTIMERIC
3TDK,Low,reduced_3tdk.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,3TDK,HEXAMERIC,MULTIMERIC
2Q3E,Low,reduced_2q3e.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,2Q3E,HEXAMERIC,MULTIMERIC
2Q3E,Low,reduced_2q3e.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,2Q3E,HEXAMERIC,MULTIMERIC
2DIX,Low,reduced_2dix.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2DIX,MONOMERIC,MONOMERIC
2IHB,Low,reduced_2ihb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2IHB,DIMERIC,DIMERIC
2P8E,Low,reduced_2p8e.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2P8E,MONOMERIC,MONOMERIC
3PUF,Low,reduced_3puf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,3PUF,TRIMERIC,MULTIMERIC
3RZU,Low,reduced_3rzu.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3RZU,MONOMERIC,MONOMERIC
3RZU,Low,reduced_3rzu.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3RZU,MONOMERIC,MONOMERIC
3RZU,Low,reduced_3rzu.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3RZU,MONOMERIC,MONOMERIC
3I2V,Low,reduced_3i2v.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3I2V,MONOMERIC,MONOMERIC
2AX4,Low,reduced_2ax4.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2AX4,DIMERIC,DIMERIC
2AX4,Low,reduced_2ax4.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2AX4,DIMERIC,DIMERIC
5XTC,Low,reduced_5xtc.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 29-MERIC,5XTC,29-MERIC,MULTIMERIC
6AHU,Low,reduced_6ahu.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIDECAMERIC,6AHU,TRIDECAMERIC,MULTIMERIC
3ZYW,Low,,,,NA
3BPJ,Low,,,,NA
3PUF,Low,reduced_3puf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,3PUF,TRIMERIC,MULTIMERIC
3PUF,Low,reduced_3puf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,3PUF,TRIMERIC,MULTIMERIC
3PUF,Low,reduced_3puf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,3PUF,TRIMERIC,MULTIMERIC
3PUF,Low,reduced_3puf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,3PUF,TRIMERIC,MULTIMERIC
3PUF,Low,reduced_3puf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,3PUF,TRIMERIC,MULTIMERIC
2P8E,Low,reduced_2p8e.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2P8E,MONOMERIC,MONOMERIC
3RZU,Low,reduced_3rzu.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3RZU,MONOMERIC,MONOMERIC
2I59,Low,reduced_2i59.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2I59,MONOMERIC,MONOMERIC
4L6Y,Low,reduced_4l6y.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4L6Y,DIMERIC,DIMERIC
4BOC,Low,reduced_4boc.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTAMERIC,4BOC,OCTAMERIC,MULTIMERIC
3SPA,Low,reduced_3spa.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3SPA,DIMERIC,DIMERIC
5VHS,Low,,,,NA
5VHI,Low,,,,NA
5VHH,Low,,,,NA
5VHF,Low,,,,NA
5VGZ,Low,,,,NA
5VFR,Low,reduced_5vfr.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 46-MERIC,5VFR,46-MERIC,MULTIMERIC
5T0J,Low,reduced_5t0j.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 32-MERIC,5T0J,32-MERIC,MULTIMERIC
5T0I,Low,reduced_5t0i.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 32-MERIC,5T0I,32-MERIC,MULTIMERIC
5T0G,Low,reduced_5t0g.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 32-MERIC,5T0G,32-MERIC,MULTIMERIC
5LN3,Low,reduced_5ln3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 32-MERIC,5LN3,32-MERIC,MULTIMERIC
5L4K,Low,reduced_5l4k.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DODECAMERIC,5L4K,DODECAMERIC,MULTIMERIC
2LKN,Low,reduced_2lkn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2LKN,MONOMERIC,MONOMERIC
1X62,Low,reduced_1x62.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1X62,MONOMERIC,MONOMERIC
5OLA,Low,reduced_5ola.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,5OLA,HEXAMERIC,MULTIMERIC
2DLR,Low,reduced_2dlr.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2DLR,MONOMERIC,MONOMERIC
5OLA,Low,reduced_5ola.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,5OLA,HEXAMERIC,MULTIMERIC
6ERQ,Low,reduced_6erq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: PENTAMERIC,6ERQ,PENTAMERIC,MULTIMERIC
3ZYQ,Low,,,,NA
2P0W,Low,reduced_2p0w.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2P0W,DIMERIC,DIMERIC
2P0W,Low,reduced_2p0w.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2P0W,DIMERIC,DIMERIC
5XJL,Low,reduced_5xjl.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEPTAMERIC,5XJL,HEPTAMERIC,MULTIMERIC
6RQR,Low,reduced_6rqr.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6RQR,DIMERIC,DIMERIC
4Q3H,Low,reduced_4q3h.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4Q3H,MONOMERIC,MONOMERIC
4Q3H,Low,reduced_4q3h.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4Q3H,MONOMERIC,MONOMERIC
2OZF,Low,reduced_2ozf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2OZF,MONOMERIC,MONOMERIC
2M0V,Low,reduced_2m0v.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2M0V,DIMERIC,DIMERIC
2KRG,Low,reduced_2krg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2KRG,MONOMERIC,MONOMERIC
2JXO,Low,reduced_2jxo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2JXO,MONOMERIC,MONOMERIC
3W8H,Low,reduced_3w8h.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,3W8H,TETRAMERIC,MULTIMERIC
5VFT,Low,reduced_5vft.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 46-MERIC,5VFT,46-MERIC,MULTIMERIC
5T0H,Low,reduced_5t0h.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 32-MERIC,5T0H,32-MERIC,MULTIMERIC
5GJQ,Low,reduced_5gjq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 48-MERIC,5GJQ,48-MERIC,MULTIMERIC
6ERQ,Low,reduced_6erq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: PENTAMERIC,6ERQ,PENTAMERIC,MULTIMERIC
1XWW,Low,reduced_1xww.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1XWW,MONOMERIC,MONOMERIC
3RZU,Low,reduced_3rzu.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3RZU,MONOMERIC,MONOMERIC
3RZU,Low,reduced_3rzu.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3RZU,MONOMERIC,MONOMERIC
3IW4,Low,reduced_3iw4.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3IW4,MONOMERIC,MONOMERIC
3IW4,Low,reduced_3iw4.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3IW4,MONOMERIC,MONOMERIC
1WMA,Low,reduced_1wma.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1WMA,MONOMERIC,MONOMERIC
4MQV,Low,reduced_4mqv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4MQV,DIMERIC,DIMERIC
4MQV,Low,reduced_4mqv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4MQV,DIMERIC,DIMERIC
1Z1D,Low,reduced_1z1d.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1Z1D,DIMERIC,DIMERIC
1DPU,Low,reduced_1dpu.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1DPU,DIMERIC,DIMERIC
1DS6,Low,reduced_1ds6.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1DS6,DIMERIC,DIMERIC
2OJW,Low,reduced_2ojw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DECAMERIC,2OJW,DECAMERIC,MULTIMERIC
1AOA,Low,reduced_1aoa.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1AOA,MONOMERIC,MONOMERIC
6IZE,Low,reduced_6ize.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6IZE,DIMERIC,DIMERIC
6IZE,Low,reduced_6ize.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6IZE,DIMERIC,DIMERIC
6IZB,Low,reduced_6izb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6IZB,DIMERIC,DIMERIC
5O9M,Low,,,,NA
1YZ1,Low,reduced_1yz1.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1YZ1,MONOMERIC,MONOMERIC
3IW4,Low,reduced_3iw4.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3IW4,MONOMERIC,MONOMERIC
1YZ1,Low,reduced_1yz1.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1YZ1,MONOMERIC,MONOMERIC
4RA4,Low,reduced_4ra4.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4RA4,MONOMERIC,MONOMERIC
2VO1,Low,,,,NA
3BIC,Low,reduced_3bic.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3BIC,MONOMERIC,MONOMERIC
3BIC,Low,reduced_3bic.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3BIC,MONOMERIC,MONOMERIC
2XIQ,Low,reduced_2xiq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2XIQ,MONOMERIC,MONOMERIC
2XIJ,Low,reduced_2xij.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2XIJ,DIMERIC,DIMERIC
6I3C,Low,reduced_6i3c.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6I3C,MONOMERIC,MONOMERIC
4XUE,Low,reduced_4xue.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4XUE,MONOMERIC,MONOMERIC
4XUE,Low,reduced_4xue.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4XUE,MONOMERIC,MONOMERIC
4PYI,Low,,,,NA
3BWM,Low,reduced_3bwm.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3BWM,MONOMERIC,MONOMERIC
3A7E,Low,reduced_3a7e.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3A7E,MONOMERIC,MONOMERIC
2B3Y,Low,reduced_2b3y.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2B3Y,MONOMERIC,MONOMERIC
2B3Y,Low,reduced_2b3y.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2B3Y,MONOMERIC,MONOMERIC
6P0C,Low,reduced_6p0c.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,6P0C,TETRAMERIC,MULTIMERIC
1X9N,Low,reduced_1x9n.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,1X9N,TETRAMERIC,MULTIMERIC
5U03,Low,,,,NA
1KFU,Low,reduced_1kfu.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1KFU,DIMERIC,DIMERIC
3RZU,Low,reduced_3rzu.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3RZU,MONOMERIC,MONOMERIC
1YZ1,Low,reduced_1yz1.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1YZ1,MONOMERIC,MONOMERIC
2BEX,Low,reduced_2bex.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2BEX,DIMERIC,DIMERIC
5L13,Low,reduced_5l13.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,5L13,TETRAMERIC,MULTIMERIC
5L13,Low,reduced_5l13.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,5L13,TETRAMERIC,MULTIMERIC
4KWG,Low,reduced_4kwg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,4KWG,TETRAMERIC,MULTIMERIC
4KWG,Low,reduced_4kwg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,4KWG,TETRAMERIC,MULTIMERIC
3N80,Low,reduced_3n80.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,3N80,TETRAMERIC,MULTIMERIC
3N80,Low,reduced_3n80.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,3N80,TETRAMERIC,MULTIMERIC
5AX8,Low,reduced_5ax8.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5AX8,DIMERIC,DIMERIC
5AX8,Low,reduced_5ax8.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5AX8,DIMERIC,DIMERIC
3PHB,Low,reduced_3phb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,3PHB,TRIMERIC,MULTIMERIC
3PHB,Low,reduced_3phb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,3PHB,TRIMERIC,MULTIMERIC
3BGS,Low,reduced_3bgs.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,3BGS,TRIMERIC,MULTIMERIC
6LTJ,Low,reduced_6ltj.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: EICOSAMERIC,6LTJ,EICOSAMERIC,MULTIMERIC
6HFO,Low,reduced_6hfo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6HFO,MONOMERIC,MONOMERIC
6R4V,Low,reduced_6r4v.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,6R4V,HEXAMERIC,MULTIMERIC
2Q80,Low,reduced_2q80.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,2Q80,HEXAMERIC,MULTIMERIC
6IBK,Low,reduced_6ibk.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6IBK,DIMERIC,DIMERIC
1YZ1,Low,reduced_1yz1.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1YZ1,MONOMERIC,MONOMERIC
2P1B,Low,reduced_2p1b.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DECAMERIC,2P1B,DECAMERIC,MULTIMERIC
6GQ3,Low,reduced_6gq3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6GQ3,MONOMERIC,MONOMERIC
2BEX,Low,reduced_2bex.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2BEX,DIMERIC,DIMERIC
1Z7X,Low,reduced_1z7x.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,1Z7X,TETRAMERIC,MULTIMERIC
2N8Y,Low,reduced_2n8y.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2N8Y,MONOMERIC,MONOMERIC
4G85,Low,reduced_4g85.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4G85,DIMERIC,DIMERIC
4G84,Low,reduced_4g84.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4G84,DIMERIC,DIMERIC
6JYU,Low,reduced_6jyu.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6JYU,DIMERIC,DIMERIC
6E08,Low,reduced_6e08.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6E08,MONOMERIC,MONOMERIC
2BH9,Low,reduced_2bh9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2BH9,DIMERIC,DIMERIC
1QKI,Low,,,,NA
4Y97,Low,reduced_4y97.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4Y97,DIMERIC,DIMERIC
4Y97,Low,reduced_4y97.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4Y97,DIMERIC,DIMERIC
4Y97,Low,reduced_4y97.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4Y97,DIMERIC,DIMERIC
4Y97,Low,reduced_4y97.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4Y97,DIMERIC,DIMERIC
2IIK,Low,reduced_2iik.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2IIK,DIMERIC,DIMERIC
6GQ3,Low,reduced_6gq3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6GQ3,MONOMERIC,MONOMERIC
5EHD,Low,,,,NA
